嗚呼,ああ,Ah!- Oh!- Ai de mim!
相,あい,juntos- mutuamente- companheiros
相変わらず,あいかわらず,como sempre- como sempre- o mesmo
愛想,あいそ,civilidade- cortesia- elogios- sociabilidade- graças
相対,あいたい,confronto- enfrentando- entre nós mesmos- sem terceiros- tête-à-tête
間柄,あいだがら,relação)
愛憎,あいにく,gostos e desgostos
合間,あいま,intervalo
曖昧,あいまい,vago- ambíguo
敢えて,あえて,ousar (fazer)- desafio (fazer)
仰ぐ,あおぐ,olhar para cima (para)- respeitar- depender de- pedir- buscar- reverenciar- beber- tomar
垢,あか,sujeira
亜科,あか,subordem- subfamília
銅,あかがね,cobre
証,あかし,prova-evidência
赤字,あかじ,déficit- ir no vermelho
明かす,あかす,passar- gastar- revelar- divulgar
赤ちゃん,あかちゃん,bebê
明白,あからさま,obviamente- abertamente- claramente- francamente
赤らむ,あからむ,tornar-se vermelho- avermelhar- corar
明るい,あかるい,brilhante- alegre
上がり,あがり,1. inclinação- avanço da renda- rendimento da colheita- subida- aumento- avanço- morte- rotação- conclusão- parar- terminar- depois
上がる,あがる,entrar- subir- subir- subir- avançar- apreciar- ser promovido- melhorar- chamar-
商人,あきうど,comerciante- lojista- comerciante
空間,あきま,vaga- quarto para alugar ou arrendar
諦め,あきらめ,resignação- aceitação- consolação
呆れる,あきれる,ficar surpreso - ficar chocado
悪,あく,maldade- maldade
灰,あく,suco de puckery
,あくどい,1. espalhafatoso- vistoso- excessivo- 2. vicioso
悪日,あくび,dia de azar
明くる,あくる,próximo- seguinte
憧れ,あこがれ,saudade- desejo- aspiração
顎,あご,queixo
麻,あさ,linho- linho- cânhamo
明後日,あさって,dia depois de Amanhã
朝寝坊,あさねぼう,dormir demais - acordar tarde
浅ましい,あさましい,miserável- miserável- vergonhoso- mesquinho- desprezível- abjeto
字,あざ,seção da vila
欺く,あざむく,enganar
鮮やか,あざやか,vívido- claro- brilhante
あざ笑う,あざわらう,zombar de- ridicularizar
味わい,あじわい,sabor- significado- significado
東,あずま,leste- leste do Japão
焦る,あせる,estar com pressa - estar impaciente
彼処,あそこ,1. (uk) ali- ali- aquele lugar- 2. (X) (col) genitais
値,あたい,valor- preço- custo- valor- mérito
値する,あたいする,valer a pena - merecer - merecer
私,あたし,eu (mulher)
当たり,あたり,hit- sucesso- atingir a marca- por ...- vizinhança- vizinhança
当たり前,あたりまえ,usual- comum- comum- natural- razoável- óbvio
他人,あだびと,outra pessoa - pessoa não relacionada - forasteiro - estranho
彼方此方,あちこち,aqui e alí
彼方,あちら,1. ali- ali- aquele
彼方此方,あちらこちら,aqui e alí
悪化,あっか,deterioração- piorar- agravamento- degeneração- corrupção
呆気ない,あっけない,"não é suficiente - muito rápido (curto, longo, etc.)"
悪口,あっこう,abuso- insulto- calúnia- falar mal
,あっさり,facilmente- prontamente- rapidamente
圧迫,あっぱく,pressão- coerção- opressão
