,あいかわらず,como sempre-como sempre-o mesmo
,アイデア/アイディア,ideia
,あいまい,vago-ambíguo
遭う,あう,encontrar-encontrar (nuance indesejável)
扇ぐ,あおぐ,abanar
青白い,あおじろい,pálido-pálido
,あかんぼう,bebê
明き,あき,quarto-tempo para sobrar-vazio
,あきれる,ficar surpreso - ficar chocado
,アクセント,sotaque
,あくび,bocejar
飽くまで,あくまで,até o fim até o último teimosamente
明け方,あけがた,alvorecer
揚げる,あげる,para levantar-para fritar
挙げる,あげる,levantar-voar
,あげる (=やる), fazer por
憧れる,あこがれる,ansiar por - ansiar por - admirar
足跡,あしあと,pegadas
味わう,あじわう,saborear - saborear - saborear
預かる,あずかる,manter sob custódia - receber em depósito - tomar conta de
暖まる,あたたまる,esquentar- esquentar
暖める,あたためる,aquecer-aquecer
,あたりまえ,usual-comum-ordinário
,あちらこちら,aqui e alí
厚かましい,あつかましい,insolente-desvergonhado-descarado
圧縮,あっしゅく,compressão-condensação-pressão
宛名,あてな,endereço-direção
,あてはまる,ser aplicável - entrar em (uma categoria) - cumprir
,あてはめる,aplicar-adaptar
暴れる,あばれる,agir violentamente - se enfurecer - lutar - ser desordeiro
脂,あぶら,gordura-sebo-banha
,あぶる,queimar
,あふれる,inundar - transbordar - transbordar
雨戸,あまど,porta deslizante de tempestade
甘やかす,あまやかす,mimar- estragar
余る,あまる,permanecer - ser deixado - ser em excesso - ser demais
編物,あみもの,teia de tricô
編む,あむ,tricotar
危うい,あやうい,perigoso-crítico-grave
怪しい,あやしい,suspeito-duvidoso-duvidoso
荒い,あらい,rude-rude-selvagem
粗い,あらい,grosso-áspero
,あらすじ,esboço-resumo
争う,あらそう,disputar-argumentar-estar em desacordo-concorrer
改めて,あらためて,outra vez de novo de novo de novo formalmente
改める,あらためる,mudar-alterar-reformar-revisar
著す,あらわす,escrever para publicar
有難い,ありがたい,grato-grato-bem-vindo-apreciado-evocando gratidão
在る,ある,viver-ser
,あれこれ,uma coisa ou outra-isto e aquilo-isto ou aquilo
,あわただしい,ocupado-apressado-confuso-agitado
,あわてる,ficar confuso
安易,あんい,maleável
案外,あんがい,inesperadamente
,アンテナ,antena
言い出す,いいだす,começar a falar-falar-dizer-propor-sugerir-quebrar o gelo
言い付ける,いいつける,dizer-contar a (alguém)-ordenar
意義,いぎ,significado-significado
生き生き,いきいき,vividamente animado
,いきなり,(Reino Unido) abruptamente, de repente, de repente, sem aviso
育児,いくじ,puericultura-enfermagem-criação
幾分,いくぶん,de alguma forma
生け花,いけばな,(1) arranjo de flores
以後,いご,depois disso-de agora em diante-depois-depois
以降,いこう,em e depois-depois-depois
,イコール,igual
勇ましい,いさましい,bravo-valente-galante-corajoso
衣食住,いしょくじゅう,necessidades da vida (comida- roupas- etc.)
意地悪,いじわる,mal-intencionado-mal-humorado-mal-intencionado
,いちいち,um por um separadamente
一応,いちおう,uma vez provisoriamente em esboço por enquanto
一段と,いちだんと,maior-mais-mais-ainda mais
一流,いちりゅう,primeira classe-top-top-top-notch
佚,いつ,ser perdido-paz-esconder-errar-bonito-por sua vez
一昨日,いっさくじつ,anteontem
一昨年,いっさくねん,ano retrasado
一斉,いっせい,simultânea-tudo de uma vez
一旦,いったん,uma vez-por um momento-uma manhã-temporariamente
一定,いってい,fixo-resolvido-definido
,いつのまにか,antes que alguém saiba-despercebido-despercebido
移転,いてん,mudança-transferência-morte
井戸,いど,poço de água
緯度,いど,latitude (nav.)
従姉妹,いとこ,prima)
威張る,いばる,estar orgulhoso de arrogância
嫌がる,いやがる,odiar-não gostar
,いよいよ,mais e mais - cada vez mais - finalmente - além de qualquer dúvida
煎る,いる,fritar
炒る,いる,para assar-para torrar-para ferver
入れ物,いれもの,recipiente-caixa-receptáculo
,インキ,tinta
,インタビュー,entrevista
引力,いんりょく,gravidade
,ウーマン,mulher
,ウール,lã
,ウエートレス,garçonete
植木,うえき,jardim arbustos-árvores-planta em vaso
飢える,うえる,Morrer de fome
浮ぶ,うかぶ,flutuar - subir à superfície - vir à mente
浮かべる,うかべる,flutuar-expressar-olhar (triste- contente)
浮く,うく,flutuar - tornar-se alegre - tornar-se solto
承る,うけたまわる,(hum) ouvir-ser dito-saber
受取,うけとり,recibo
受け持つ,うけもつ,encarregar-se (encarregar-se) de
薄暗い,うすぐらい,sombrio
薄める,うすめる,diluir - diluir
打合せ,うちあわせ,reunião de negócios-compromisso anterior-compromisso
打ち消す,うちけす,negar-negar-contradizer
討つ,うつ,atacar - vingar
,うっかり,descuidadamente - sem pensar - inadvertidamente
映す,うつす,projetar-refletir-projetar (sombra)
写る,うつる,ser fotografado - ser projetado
映る,うつる,ser refletido - harmonizar - sair (foto)
,うどん,macarrão (japonês)
有無,うむ,sim ou não-indicador de sinalizador de existência (comp)-marcador de presença ou ausência
埋める,うめる,enterrar-preencher-preencher (um assento- uma posição vaga)
敬う,うやまう,mostrar respeito - honrar
裏返す,うらがえす,virar do avesso - virar (algo)
裏口,うらぐち,entrada dos fundos
占う,うらなう,prever - prever
恨み,うらみ,ressentimento
恨む,うらむ,amaldiçoar-sentir-se amargo
羨ましい,うらやましい,invejável-invejável
羨む,うらやむ,invejar
売上,うりあげ,valor vendido-receita
売り切れ,うりきれ,vendido
売り切れる,うりきれる,para ser vendido
売行き,うれゆき,vendas
,うろうろ,vagar vagarosamente sem rumo
運河,うんが,canal fluvial
,うんと,muito - muito
英文,えいぶん,frase em ingles
英和,えいわ,Inglês-Japonês (por exemplo, dicionário)
,ええと,deixe-me ver-bem-er....
液体,えきたい,líquido-fluido
,エチケット,etiqueta
絵の具,えのぐ,cores-tintas
,エプロン,avental
偉い,えらい,grande-celebrado-eminente-terrível-horrível-famoso-notável-excelente
宴会,えんかい,festa-banquete
園芸,えんげい,horticultura-jardinagem
演劇,えんげき,jogo (teatral)
円周,えんしゅう,circunferência
遠足,えんそく,viagem-caminhada-piquenique
延長,えんちょう,extensão-alongamento-alongamento-alongamento
煙突,えんとつ,chaminé
